"id","marketing_channel","account_creation_method","country_code","loyalty_program","created_on"
"175a6722","","","US",1,"2021-11-21"
"fed108e2","","","GB",1,"2022-08-04"
"dbb229df","","","VE",1,"2022-08-04"
"1213f25f","","","US",1,"2022-08-04"
"ea961bd9","","","US",0,"2019-10-16"
"c91a1024","","","US",1,"2020-06-28"
"41fff21c","","","US",1,"2021-11-22"
"5a1691f4","","","US",1,"2022-08-05"
"6d8d7b2e","","","US",1,"2022-08-05"
"e3ee51ef","","","BR",0,"2022-08-05"
"48d6a9ab","","","US",0,"2022-08-05"
"6708d4f4","","","GB",1,"2022-08-05"
"db28a73d","","","US",1,"2022-08-05"
"c55e7a43","","","FR",1,"2020-06-29"
"69bf8eef","","","US",0,"2020-06-29"
"54c3be8c","","","US",0,"2021-11-23"
"7bf7e94c","","","US",1,"2021-11-23"
"5161adf2","","","PE",1,"2022-08-06"
"ea4c1443","","","US",0,"2022-08-06"
"e0df0f4f","","","BE",1,"2021-03-13"
"15ac5f1a","","","IN",0,"2021-11-24"
"81d5a0ce","","","BR",1,"2022-08-07"
"c86d264f","","","CH",1,"2022-08-07"
"c73c7110","","","NL",1,"2022-08-07"
"35c3e629","","","ZA",0,"2020-07-01"
"39c328b5","","","US",1,"2021-03-14"
"5691bc72","","","FR",1,"2021-11-25"
"765179fc","","","US",1,"2021-11-25"
"074e41bf","","","FR",1,"2021-11-25"
"8dd530f0","","","US",1,"2022-08-08"
"825e92d4","","","AU",1,"2022-08-08"
"00ff48af","","","JP",0,"2020-07-02"
"16f8b29d","","","US",1,"2022-08-09"
"74f2845f","","","CA",0,"2021-11-27"
"9cc22d59","","","HU",1,"2022-08-10"
"12c1974f","","","US",1,"2022-08-10"
"42196982","","","US",1,"2021-11-28"
"faaa12ae","","","US",1,"2021-11-28"
"34372322","","","US",1,"2020-07-05"
"2cececd4","","","US",0,"2022-08-12"
"593c73b6","","","NO",0,"2021-03-19"
"4b0fb6fe","","","PL",0,"2021-11-30"
"6f9cf810","","","US",0,"2020-07-07"
"fb23ee24","","","US",1,"2021-12-01"
"36050c37","","","BR",1,"2021-12-01"
"d7e194a0","","","US",1,"2021-12-01"
"2c2578b1","","","US",1,"2022-08-14"
"d7d59db6","","","GB",0,"2022-08-14"
"398d3631","","","US",1,"2020-07-08"
"f3493889","","","NZ",0,"2021-12-02"
"ab185690","","","US",1,"2021-12-02"
"2fd858a8","","","US",0,"2022-08-15"
"94b4df98","","","DK",1,"2021-03-22"
"94270ad8","","","US",1,"2021-12-03"
"f58d8e14","","","US",0,"2021-12-03"
"488a0439","","","US",1,"2022-08-16"
"94a6f553","","","US",0,"2022-08-16"
"9d4edc1a","","","US",1,"2020-07-10"
"1f9274f6","","","US",1,"2021-12-04"
"945afd52","","","US",1,"2022-08-17"
"b75c295f","","","DE",1,"2021-12-06"
"bab2550c","","","CA",1,"2022-08-19"
"3aa03ecf","","","CA",1,"2022-08-19"
"9b3ff44c","","","FR",0,"2022-08-19"
"b10b6d49","","","US",0,"2020-07-13"
"6be3f8fc","","","NL",1,"2021-03-26"
"99181623","","","US",0,"2021-12-07"
"6a9a3ba3","","","US",1,"2021-12-08"
"f05ec49a","","","US",1,"2020-07-15"
"5d2b03c9","","","CA",1,"2021-12-09"
"f73ad2cd","","","AU",0,"2019-11-03"
"c1c63d2b","","","US",0,"2020-07-16"
"8d8569d2","","","IT",1,"2022-08-23"
"36899401","","","US",1,"2022-08-23"
"2b2dc646","","","OM",0,"2022-08-23"
"1d7242dc","","","US",1,"2021-12-11"
"25a3aa3b","","","US",0,"2021-12-11"
"4d3a8615","","","US",0,"2021-03-31"
"49a25c93","","","GB",0,"2021-12-12"
"153d653b","","","FI",1,"2021-12-12"
"22396e3c","","","FR",0,"2021-12-13"
"98cf002c","","","BR",1,"2022-08-26"
"88566208","","","KE",1,"2020-07-20"
"a1d59114","","","GB",0,"2020-07-20"
"e2639e7d","","","US",1,"2020-07-21"
"442c72a1","","","US",1,"2021-12-15"
"d9f6d518","","","US",1,"2021-12-15"
"a58b1650","","","AE",0,"2021-12-15"
"5a6345a3","","","JP",0,"2022-08-28"
"aa071b34","","","MX",1,"2022-08-28"
"1827226f","","","DE",1,"2021-04-04"
"25dd85de","","","GB",1,"2021-04-04"
"1af32ab7","","","US",1,"2021-12-16"
"ebec9992","","","US",1,"2022-08-29"
"70207d5f","","","BR",1,"2021-04-05"
"f66d4f03","","","US",1,"2022-08-30"
"b5e054b6","","","US",0,"2022-08-30"
"5c70f852","","","US",1,"2020-07-24"
"74735c26","","","NL",0,"2021-04-06"
"53299b4b","","","US",1,"2021-12-18"
"aa17d8f3","","","DE",1,"2021-12-18"
"2dffa4d6","","","US",0,"2021-12-18"
"7971ea76","","","US",1,"2021-12-19"
"1614be5d","","","HR",1,"2022-09-01"
"3127b45b","","","SE",0,"2022-09-01"
"c1243a77","","","GB",1,"2021-12-20"
"3.69E+268","","","GB",1,"2022-09-02"
"38e0bae3","","","US",0,"2022-09-02"
"c78dd048","","","US",1,"2021-04-09"
"74b10b94","","","US",1,"2021-12-21"
"769aa08e","","","US",1,"2022-09-03"
"57b996bd","","","US",0,"2022-09-03"
"5fe4e093","","","GB",0,"2020-07-28"
"8f437ec5","","","US",0,"2021-12-22"
"2df059f1","","","RO",1,"2020-07-29"
"2cf0796f","","","US",1,"2021-12-23"
"1ab29672","","","PA",1,"2021-12-23"
"699f6b92","","","GB",0,"2022-09-05"
"01beafd8","","","US",0,"2021-12-24"
"d0da9716","","","US",1,"2022-09-06"
"b7b5e026","","","US",1,"2022-09-06"
"d24463d1","","","US",0,"2021-12-25"
"7ad26e36","","","JP",1,"2021-12-25"
"f4bc4b8b","","","ZA",1,"2022-09-07"
"9f91a5e2","","","DE",0,"2022-09-07"
"3b866134","","","US",0,"2021-12-26"
"18787647","","","PL",1,"2021-12-26"
"826f2b69","","","GB",0,"2022-09-08"
"0ed58f8b","","","US",1,"2021-12-27"
"f0f45754","","","US",1,"2021-12-28"
"0bd4f1f6","","","MX",0,"2022-09-10"
"f59fde31","","","US",1,"2022-09-10"
"19124107","","","US",1,"2020-08-05"
"d2086e97","","","US",1,"2021-04-18"
"1ba00e6a","","","US",0,"2021-12-30"
"f2f0c00a","","","US",0,"2021-12-30"
"b090bcd1","","","US",1,"2021-12-30"
"37183fe9","","","US",0,"2022-09-12"
"182cc0e2","","","US",0,"2022-09-12"
"6347bb15","","","GR",1,"2022-09-12"
"ee00e017","","","US",1,"2022-09-12"
"ab2de8ae","","","US",0,"2019-11-24"
"ff5a1089","","","US",0,"2021-12-31"
"742c7d5a","","","US",1,"2021-12-31"
"eb73afff","","","BR",1,"2021-12-31"
"0f5bbc82","","","US",0,"2021-04-20"
"f4360632","","","US",1,"2021-04-20"
"cde3f901","","","US",1,"2022-01-01"
"1211c331","","","US",1,"2022-09-14"
"7a6d5c77","","","US",1,"2022-09-14"
"91cbf2f0","","","CO",1,"2022-01-02"
"f400a573","","","GB",1,"2022-01-02"
"bb4d940e","","","ES",1,"2021-04-22"
"58efa7e7","","","US",1,"2022-01-03"
"56590bfa","","","RO",1,"2022-01-03"
"74dd3805","","","US",0,"2022-01-03"
"f9cc845c","","","FR",1,"2022-01-04"
"735bb5fb","","","CL",0,"2022-01-04"
"b6e18f63","","","AE",0,"2022-01-05"
"8a3f2126","","","FI",1,"2022-01-05"
"a81ab870","","","US",1,"2022-01-05"
"e98a7ba2","","","PL",1,"2022-01-05"
"6b582994","","","FR",1,"2022-09-18"
"82a448ca","","","US",1,"2022-01-06"
"1bdf575e","","","CH",1,"2022-01-07"
"68ad7d46","","","CA",1,"2022-01-07"
"f192e179","","","US",0,"2022-09-20"
"c3591057","","","IN",0,"2022-09-20"
"e495cb23","","","MA",0,"2020-08-14"
"eeaaf17c","","","US",0,"2022-01-08"
"0768c6a2","","","US",1,"2022-01-08"
"1a94ecb3","","","US",0,"2022-09-21"
"cb6dfaf6","","","US",1,"2022-09-22"
"981acd43","","","US",0,"2021-04-29"
"e2a2aba1","","","GB",1,"2022-01-10"
"7f454882","","","US",0,"2022-09-23"
"ca6cbb23","","","US",1,"2019-12-05"
"74f7b28e","","","AU",0,"2022-01-11"
"221f0cdd","","","US",1,"2022-01-11"
"d3b06e06","","","US",0,"2022-01-11"
"c20a788c","","","US",1,"2022-01-11"
"8a9ecdc0","","","MY",1,"2020-08-18"
"b053be63","","","BR",0,"2022-09-25"
"ec09a512","","","US",1,"2022-09-25"
"fd65fdaf","","","US",1,"2020-08-19"
"195a2dbd","","","FR",1,"2022-01-13"
"cc4ca3df","","","US",0,"2019-12-08"
"dcb11916","","","CO",0,"2020-08-20"
"58f1fd01","","","CA",1,"2022-01-14"
"d9f0098e","","","ES",1,"2022-01-14"
"b3532ea3","","","PT",0,"2022-01-14"
"16d3302f","","","BR",0,"2022-09-27"
"1e1547b7","","","CH",1,"2022-09-27"
"cd904267","","","DE",0,"2022-09-27"
"cca1facc","","","US",0,"2021-05-04"
"164de77e","","","US",0,"2022-01-15"
"02130c57","","","US",1,"2022-01-15"
"a1ddb998","","","US",0,"2022-01-16"
"66568e6b","","","BR",0,"2022-01-16"
"84659eeb","","","MX",0,"2022-01-16"
"53202840","","","AU",1,"2022-01-16"
"3fdf0a39","","","IT",1,"2022-01-17"
"d817f211","","","US",1,"2022-01-17"
"d65806c7","","","NO",1,"2022-01-18"
"76066b6a","","","PT",0,"2022-01-18"
"1739a1c1","","","GB",1,"2022-10-01"
"e8bfabab","","","BR",1,"2020-08-25"
"fa51970b","","","CA",1,"2022-01-19"
"55a4b05c","","","GB",1,"2022-01-19"
"134b055c","","","PE",1,"2022-01-19"
"fd712297","","","BR",0,"2022-10-02"
"2a7c6677","","","OM",1,"2020-08-26"
"2b659d0b","","","GB",1,"2022-01-20"
"440900b2","","","US",1,"2022-01-21"
"9009e910","","","AU",1,"2022-01-21"
"018b6882","","","US",1,"2022-10-04"
"d8e86ebc","","","US",0,"2022-10-05"
"34d2b14e","","","BR",0,"2022-01-23"
"62f0cd6e","","","US",1,"2022-10-06"
"27479018","","","US",0,"2022-01-24"
"25d93336","","","US",0,"2021-05-14"
"defbe961","","","CA",1,"2021-05-14"
"039424bc","","","GB",0,"2022-01-25"
"a382c164","","","GB",1,"2022-10-08"
"be89d22f","","","US",0,"2022-10-08"
"a5a69222","","","BR",1,"2022-10-08"
"2d004e27","","","US",1,"2020-09-01"
"5ab9fa30","","","US",1,"2022-01-26"
"116d9f54","","","DK",1,"2022-10-09"
"87752396","","","US",1,"2021-05-16"
"b51db3a1","","","SG",1,"2022-01-27"
"93a348c0","","","US",0,"2022-01-28"
"b413429e","","","BR",0,"2022-01-28"
"f7323661","","","US",0,"2022-01-28"
"ca7c6022","","","MX",1,"2021-05-18"
"2ddaac12","","","MX",0,"2022-01-29"
"6c796c99","","","US",1,"2022-01-29"
"27fb35e8","","","US",0,"2022-10-12"
"fbe0faf6","","","US",0,"2020-09-05"
"23f3bf2e","","","JP",0,"2022-01-30"
"3c2ff150","","","US",1,"2022-01-30"
"3f8ebf2d","","","US",0,"2022-01-31"
"3f293542","","","US",0,"2022-01-31"
"d1517601","","","PR",0,"2022-01-31"
"03b2d265","","","US",0,"2019-12-26"
"fcb6f385","","","US",1,"2022-02-01"
"89719002","","","IT",1,"2022-02-02"
"5e7178cd","","","DE",0,"2022-02-02"
"96e01f13","","","US",0,"2022-10-16"
"b3fb7d5d","","","CO",0,"2022-02-03"
"2a4a5140","","","US",1,"2022-02-03"
"ca504e97","","","AU",1,"2022-02-04"
"d3ce1594","","","HU",1,"2019-12-30"
"e588c4d7","","","NZ",1,"2022-02-05"
"8a890ea0","","","GB",1,"2022-10-19"
"ac085107","","","IT",0,"2019-12-31"
"75c01126","","","AU",1,"2021-05-27"
"0d424380","","","US",1,"2022-02-07"
"37766faa","","","KE",0,"2022-10-21"
"0dd67300","","","GB",0,"2021-05-29"
"6f32ccf6","","","US",1,"2022-02-09"
"1cf4af06","","","PT",0,"2022-02-09"
"3993aed6","","","GB",1,"2022-10-23"
"94a041c9","","","US",0,"2020-09-16"
"0a01fa33","","","SG",1,"2020-09-17"
"f5ed2896","","","US",1,"2022-02-11"
"c35be535","","","US",0,"2022-02-11"
"d0838933","","","US",1,"2022-02-11"
"c296eede","","","US",0,"2022-02-11"
"2073c201","","","US",0,"2022-10-25"
"23c4cede","","","US",1,"2022-10-25"
"8bb3d8b6","","","AU",0,"2022-10-25"
"a94815e5","","","US",0,"2020-09-18"
"7631534","","","US",1,"2022-10-26"
"6eb8a464","","","US",0,"2022-02-13"
"0ede4150","","","US",1,"2021-06-03"
"5fcfaa63","","","CA",0,"2020-01-09"
"d54c2ccd","","","TN",1,"2021-06-04"
"66305b37","","","US",1,"2022-02-15"
"e64fd5f4","","","US",0,"2020-01-10"
"c0542265","","","IT",1,"2022-10-30"
"9cb40ec3","","","PE",0,"2022-10-30"
"5d8bb8f3","","","GB",1,"2022-02-17"
"7879953d","","","CA",1,"2022-11-01"
"ca097232","","","MX",1,"2020-01-13"
"030a6e9d","","","AT",0,"2021-06-08"
"7734d711","","","US",1,"2021-06-09"
"7122648d","","","US",1,"2022-02-20"
"57ffb923","","","CH",1,"2022-02-20"
"e278a2a8","","","US",1,"2020-09-27"
"fe75a9f5","","","US",0,"2022-02-21"
"61ed5d97","","","PA",1,"2022-02-21"
"1340d312","","","IT",0,"2022-11-04"
"c06ee414","","","AU",1,"2022-02-22"
"ea995e24","","","CA",0,"2022-02-22"
"1bf0fb90","","","IL",1,"2022-02-23"
"2e091711","","","US",1,"2022-11-06"
"794a6e59","","","US",1,"2022-02-24"
"7ac7236e","","","US",1,"2022-02-24"
"a5cb7287","","","US",1,"2022-02-24"
"a892639f","","","US",1,"2022-02-25"
"05de0bcb","","","US",1,"2022-02-25"
"04b3a634","","","US",0,"2022-02-25"
"02738a94","","","GB",1,"2022-02-25"
"cde70f4f","","","US",0,"2022-02-26"
"28e70faa","","","US",1,"2022-02-26"
"d8087a69","","","NL",0,"2022-02-27"
"8418726e","","","US",1,"2022-02-27"
"8c9a092d","","","US",1,"2022-02-27"
"b4284980","","","AU",1,"2022-02-28"
"9e7fb502","","","CA",0,"2022-02-28"
"42b2524e","","","NZ",0,"2022-02-28"
"1a943381","","","CA",1,"2020-10-05"
"5dadb80c","","","US",1,"2022-03-01"
"04f8e38b","","","FI",1,"2022-11-12"
"ca85eaa8","","","PA",1,"2022-03-02"
"ae3facfb","","","US",0,"2022-03-02"
"acd0e56e","","","HU",0,"2022-03-02"
"de2dbac1","","","CA",0,"2022-03-02"
"54143228","","","ES",1,"2022-03-02"
"3007e3ad","","","JP",0,"2022-03-03"
"c23d4bb0","","","MX",0,"2022-03-03"
"3bc2b43b","","","MX",1,"2022-03-03"
"c2d10150","","","PL",1,"2022-03-04"
"b47f96da","","","US",0,"2022-03-04"
"2d2d5d46","","","US",1,"2022-03-04"
"bbf80df8","","","CH",1,"2022-03-04"
"5bd3c26c","","","GB",0,"2022-03-04"
"c101d345","","","QA",0,"2022-03-04"
"c11d565b","","","DK",1,"2022-03-04"
"09d0a54a","","","US",0,"2022-03-05"
"366e819e","","","US",0,"2022-03-06"
"0facf345","","","GB",1,"2022-03-06"
"a0258f74","","","AU",1,"2022-03-06"
"58e89595","","","DK",1,"2022-03-07"
"957ec924","","","FR",1,"2022-03-07"
"0c46858f","","","AU",0,"2022-03-07"
"b3aba52f","","","US",1,"2022-03-07"
"06dcf2fa","","","ES",0,"2022-11-18"
"df8fb8dc","","","US",1,"2020-10-12"
"1abce430","","","CA",1,"2021-06-25"
"cc08cc9e","","","US",1,"2022-03-08"
"d989c50e","","","US",1,"2021-06-26"
"c9bf6be4","","","GB",0,"2022-03-09"
"038cfb11","","","MX",0,"2022-03-09"
"b89a1e41","","","US",1,"2022-03-09"
"d0c8fa3f","","","GB",1,"2022-03-09"
"934598b3","","","US",0,"2020-02-01"
"7a05b9ed","","","DE",1,"2020-10-14"
"eadb7035","","","CH",1,"2022-03-10"
"f05e31f6","","","US",1,"2022-03-10"
"55e81b52","","","SG",1,"2021-06-28"
"ce4587ba","","","US",0,"2022-03-11"
"a51b890d","","","AU",0,"2020-02-03"
"83bcab04","","","BR",0,"2022-03-12"
"7d621b84","","","US",1,"2022-03-12"
"074d85f3","","","US",1,"2020-02-04"
"43c1f3fb","","","US",0,"2020-02-04"
"081253c2","","","US",1,"2021-06-30"
"db84302a","","","BE",0,"2022-03-13"
"c53c4341","","","GB",0,"2022-03-14"
"9.88E+28","","","US",1,"2022-03-14"
"69cb1f40","","","US",0,"2022-03-14"
"b297e286","","","US",1,"2022-03-14"
"707d4ce5","","","DE",1,"2022-03-14"
"1a479bc8","","","GB",0,"2020-10-19"
"2380a262","","","DE",1,"2022-03-15"
"aedef5a0","","","KR",1,"2022-11-26"
"7720dccd","","","IL",0,"2022-03-16"
"1790be5a","","","US",0,"2022-03-16"
"d7a684a9","","","AU",1,"2022-03-16"
"f865096b","","","HU",1,"2020-10-21"
"bf1827ed","","","BR",0,"2021-07-04"
"87338269","","","GB",1,"2021-07-04"
"071560a9","","","US",1,"2022-03-17"
"971aa165","","","US",1,"2022-03-17"
"f7b54fb7","","","US",1,"2020-10-22"
"ccb4d019","","","GB",1,"2022-03-18"
"b5823ecb","","","US",1,"2022-03-18"
"9ef76c79","","","GE",0,"2022-03-19"
"da90734e","","","US",1,"2020-10-24"
"038a85ae","","","US",1,"2022-03-20"
"bb6b56ce","","","ZA",1,"2022-03-20"
"f4ba6f13","","","US",0,"2022-03-20"
"0e1a9980","","","GB",0,"2022-03-20"
"abdf6f75","","","US",1,"2022-03-20"
"75d78620","","","IL",1,"2022-03-20"
"ec5a06fb","","","US",1,"2020-10-25"
"d567ee8c","","","US",0,"2022-03-21"
"d364f55d","","","CA",0,"2022-03-21"
"13dc5da0","","","DK",0,"2022-03-21"
"0d462f1d","","","JP",0,"2022-03-21"
"fe013970","","","JP",0,"2020-02-13"
"877d673c","","","IE",1,"2020-10-26"
"acc38b9b","","","US",0,"2022-03-22"
"e9ff698f","","","US",1,"2022-03-22"
"92f2115e","","","DE",1,"2022-03-22"
"e1c47285","","","GB",0,"2022-03-23"
"4bc56c74","","","US",1,"2022-03-23"
"51940b39","","","US",1,"2022-03-23"
"10d73457","","","US",1,"2021-07-11"
"baf4e87f","","","MX",1,"2022-03-24"
"09e7f11f","","","US",0,"2022-03-24"
"55b27e14","","","BR",0,"2022-03-24"
"493d5d32","","","AU",1,"2022-03-24"
"aac28110","","","US",1,"2020-10-29"
"d863643f","","","IT",1,"2022-03-25"
"9f34692b","","","GB",1,"2020-10-30"
"56e9deb0","","","US",0,"2022-03-26"
"f7691bc6","","","GB",0,"2020-10-31"
"2d3f2553","","","CA",0,"2022-03-27"
"49041f84","","","US",0,"2022-03-27"
"a5de6909","","","CL",1,"2022-03-27"
"91b546b0","","","BE",0,"2021-07-15"
"043c0179","","","US",0,"2021-07-15"
"28e49f22","","","US",1,"2022-03-28"
"d94521cc","","","NL",0,"2022-03-28"
"fdf20d57","","","ES",0,"2022-03-28"
"895cfac6","","","JP",0,"2020-02-20"
"f20b3ee4","","","US",1,"2022-03-29"
"6714030000","","","US",1,"2022-03-29"
"27950627","","","US",1,"2022-03-29"
"e7efc839","","","UY",1,"2020-02-21"
"878e2936","","","AU",0,"2022-03-30"
"70680b07","","","US",1,"2022-03-30"
"af20122f","","","US",1,"2022-03-30"
"f7336db3","","","IL",0,"2020-11-04"
"89e1ba6a","","","US",1,"2022-03-31"
"120efabc","","","DK",0,"2022-03-31"
"e796bfcf","","","US",1,"2022-03-31"
"143acb01","","","US",1,"2022-03-31"
"dc88aeec","","","LK",0,"2021-07-19"
"551daa82","","","US",1,"2022-04-01"
"342b6ca7","","","PH",0,"2022-04-01"
"11049586","","","US",0,"2022-04-01"
"b2df82d6","","","US",1,"2020-11-06"
"c5a486e6","","","US",1,"2020-11-06"
"19186a2c","","","US",1,"2020-11-06"
"5b7e53d5","","","US",0,"2022-04-02"
"07841f26","","","US",0,"2022-04-02"
"f0f503b7","","","BR",0,"2022-04-02"
"f10d5e9f","","","US",1,"2022-04-03"
"aa780cdd","","","US",1,"2022-04-03"
"b7e0e54a","","","US",1,"2022-04-03"
"34328a78","","","US",1,"2022-04-03"
"81d88437","","","BR",0,"2022-04-03"
"fa29d3d4","","","CA",1,"2022-04-04"
"98497cac","","","US",1,"2020-11-09"
"8c32cf5e","","","AU",1,"2022-04-05"
"e78cefdf","","","BR",0,"2022-04-05"
"e6373dc7","","","US",1,"2022-04-06"
"7bbc6ba5","","","US",1,"2022-04-06"
"90f68cef","","","DE",0,"2022-04-06"
"809bfe47","","","US",1,"2022-04-06"
"c3f807e1","","","US",1,"2020-11-11"
"956de75f","","","GB",0,"2022-04-08"
"fee88c1b","","","US",1,"2022-04-08"
"bd200cae","","","US",1,"2022-04-09"
"daeec291","","","US",0,"2022-04-09"
"b48ea492","","","GB",1,"2022-04-09"
"a296db13","","","DE",1,"2022-04-09"
"37d9f6d5","","","US",1,"2022-04-09"
"50736cfe","","","AU",0,"2022-04-09"
"b2bf4eca","","","US",1,"2020-03-03"
"d0987a20","","","US",0,"2022-04-10"
"06b08aa0","","","HK",0,"2022-04-10"
"1946ebd9","","","GB",1,"2021-07-29"
"8145cf3d","","","IN",1,"2021-07-29"
"5c6a5d34","","","US",1,"2022-04-11"
"25458597","","","US",0,"2020-11-16"
"7162508a","","","GB",1,"2022-04-12"
"a58c50ac","","","TW",1,"2022-04-12"
"3ad34ef5","","","US",0,"2022-04-12"
"2c052a29","","","US",1,"2022-04-12"
"fe8c51a5","","","US",0,"2022-04-12"
"f06e032c","","","US",1,"2020-03-06"
"d8bb552c","","","US",1,"2021-07-31"
"60ac6dc3","","","GB",1,"2021-07-31"
"7.89E+12","","","UA",0,"2022-04-13"
"373b5ba0","","","GB",1,"2021-08-01"
"4c3d3125","","","UY",1,"2022-04-14"
"9683918a","","","US",1,"2022-04-14"
"c0f58f9b","","","NL",1,"2022-04-14"
"57572376","","","CO",1,"2022-04-14"
"6cf2d26d","","","US",1,"2022-04-14"
"05114f32","","","US",0,"2022-04-14"
"e74a06c3","","","CZ",1,"2022-04-15"
"9a22d007","","","DE",1,"2022-04-15"
"8e4b2d26","","","DE",0,"2022-04-15"
"d2115106","","","US",0,"2022-04-15"
"0d952006","","","US",1,"2020-11-20"
"567f7a80","","","CL",0,"2022-04-16"
"3b20c7d7","","","US",1,"2022-04-16"
"f32dde93","","","JP",1,"2022-04-16"
"7ca7ee6d","","","HK",1,"2022-04-16"
"49497799","","","US",1,"2022-04-17"
"0a1442d7","","","MX",0,"2022-04-17"
"a1ee9f3f","","","GB",1,"2020-11-22"
"4d3e80e8","","","ES",0,"2022-04-18"
"e53cb58b","","","US",1,"2022-04-18"
"b2c33257","","","US",0,"2022-04-18"
"676ba5ef","","","US",1,"2022-04-18"
"fa5eebb8","","","DE",0,"2022-04-18"
"221af45a","","","IE",0,"2022-04-18"
"b069b81c","","","TH",1,"2020-11-23"
"125ef16f","","","US",0,"2022-04-19"
"77962655","","","US",1,"2022-04-19"
"da22170b","","","CA",0,"2022-04-19"
"37b43db5","","","US",1,"2022-04-20"
"1c5472aa","","","DK",0,"2022-04-20"
"d0e2d0fc","","","CA",1,"2021-08-08"
"7d505437","","","US",1,"2022-04-21"
"fb0f2b41","","","EG",1,"2020-03-15"
"9141b684","","","DK",0,"2020-11-26"
"01055ac2","","","US",0,"2020-11-26"
"9d92c74f","","","AU",1,"2020-11-26"
"63f5d51d","","","US",0,"2022-04-22"
"dec489cd","","","US",0,"2022-04-22"
"a4ff28a4","","","US",0,"2022-04-22"
"a4c6738d","","","US",1,"2020-03-16"
"d50f2875","","","US",1,"2020-11-27"
"258fdcd1","","","BE",1,"2020-11-27"
"a5929681","","","KE",1,"2021-08-10"
"e5769103","","","US",0,"2022-04-23"
"8b078c89","","","US",0,"2022-04-23"
"1d7466ad","","","US",0,"2022-04-24"
